customer_id,customer_name,email,gender,age,store_location,registration_date,Customer_Lifetime_Value,Total_Orders,Total_Revenue,Last_Purchase_Date,Average_Order_Value,Customer_Segment
CUST0027,Raj Martinez,raj.martinez74@pharmmail.com,Other,47,Downtown Pharmacy,2025-04-04,176.18000000000004,14,667.99,2026-02-13,47.71357142857143,VIP
CUST0028,Anjali Reddy,anjali.reddy40@pharmmail.com,Other,55,Eastside Medical Pharmacy,2025-04-29,123.22999999999999,10,480.78,2026-01-13,48.077999999999996,Regular
CUST0029,Amit Gupta,amit.gupta22@pharmmail.com,Male,46,Metro Pharmacy Hub,2025-12-01,88.16000000000003,6,332.76,2025-12-26,55.46,Regular
CUST0030,Deepa Rodriguez,deepa.rodriguez39@pharmmail.com,Male,90,Suburban Wellness Center,2026-04-22,119.31,13,705.24,2026-02-11,54.24923076923077,Regular
CUST0031,Priya Patel,priya.patel48@pharmmail.com,Female,41,Suburban Wellness Center,2026-05-12,64.14,9,382.65999999999997,2026-03-26,42.51777777777777,Regular
CUST0032,John Gupta,john.gupta33@pharmmail.com,Other,46,Eastside Medical Pharmacy,2026-02-14,227.89000000000004,16,990.86,2026-02-16,61.92875,VIP
CUST0033,Neha Rao,neha.rao68@pharmmail.com,Male,69,Downtown Pharmacy,2024-12-16,64.61999999999999,10,372.08,2026-03-28,37.208,Regular
CUST0034,Arjun Hernandez,arjun.hernandez38@pharmmail.com,Female,27,Eastside Medical Pharmacy,2025-12-27,192.93,18,751.6,2026-03-13,41.75555555555556,VIP
CUST0035,Amit Thomas,amit.thomas78@pharmmail.com,Other,18,Downtown Pharmacy,2024-08-29,91.91999999999999,11,502.96,2026-02-16,45.72363636363636,Regular
CUST0036,Christopher Mehta,christopher.mehta61@pharmmail.com,Other,24,Downtown Pharmacy,2025-12-18,62.760000000000005,8,270.63,2026-03-31,33.82875,Regular
CUST0037,Deepa Williams,deepa.williams64@pharmmail.com,Other,63,Metro Pharmacy Hub,2025-04-29,103.18,11,584.31,2026-03-17,53.11909090909091,Regular
CUST0038,Arjun Jackson,arjun.jackson72@pharmmail.com,Male,58,Eastside Medical Pharmacy,2025-10-06,30.28,10,460.49,2026-02-23,46.049,At-Risk
CUST0039,Charles Reddy,charles.reddy89@pharmmail.com,Female,47,Suburban Wellness Center,2025-03-26,226.20999999999998,15,854.28,2026-03-04,56.952,VIP
CUST0040,Kavita Jones,kavita.jones20@pharmmail.com,Female,80,Metro Pharmacy Hub,2024-08-14,57.64,7,212.98,2026-02-13,30.425714285714285,Regular
CUST0041,David Gupta,david.gupta41@pharmmail.com,Female,49,Metro Pharmacy Hub,2025-04-22,114.19,13,705.7,2025-12-23,54.284615384615385,Regular
CUST0042,Jessica Thomas,jessica.thomas87@pharmmail.com,Male,47,Suburban Wellness Center,2026-05-13,96.14,9,423.11,2026-03-31,47.01222222222222,Regular
CUST0043,Linda Singh,linda.singh19@pharmmail.com,Other,45,Downtown Pharmacy,2025-12-18,195.14,10,575.57,2025-12-30,57.557,VIP
CUST0044,John Brown,john.brown18@pharmmail.com,Other,85,Eastside Medical Pharmacy,2024-12-03,87.44,8,350.18,2026-03-30,43.7725,Regular
CUST0045,Karen Anderson,karen.anderson47@pharmmail.com,Other,49,Eastside Medical Pharmacy,2025-04-04,71.20000000000002,7,265.64,2026-01-04,37.94857142857143,Regular
CUST0046,Charles Singh,charles.singh93@pharmmail.com,Female,52,Eastside Medical Pharmacy,2026-04-16,94.33,9,343.52,2026-03-02,38.16888888888889,Regular
CUST0047,Joseph Reddy,joseph.reddy91@pharmmail.com,Unknown,56,Metro Pharmacy Hub,2024-12-07,107.59000000000002,8,460.82,2026-01-14,57.6025,Regular
CUST0048,Barbara Martinez,barbara.martinez83@pharmmail.com,Other,65,Eastside Medical Pharmacy,2026-01-22,189.89,15,714.88,2026-02-19,47.65866666666667,VIP
CUST0049,Thomas Nair,thomas.nair95@pharmmail.com,Other,30,Suburban Wellness Center,2025-06-09,52.010000000000005,7,212.34,2025-12-24,30.334285714285716,Regular
CUST0050,Thomas Smith,thomas.smith98@pharmmail.com,Male,66,Eastside Medical Pharmacy,2026-02-27,132.19,13,568.92,2026-01-27,43.76307692307692,Regular
CUST0051,Raj Verma,raj.verma83@pharmmail.com,Female,66,Eastside Medical Pharmacy,2025-08-19,93.30000000000001,10,389.99,2026-03-31,38.999,Regular
CUST0052,Barbara Taylor,barbara.taylor68@pharmmail.com,Other,20,Suburban Wellness Center,2025-05-10,31.62,6,145.31,2026-03-21,24.218333333333334,At-Risk
CUST0053,David Davis,david.davis22@pharmmail.com,Female,64,Downtown Pharmacy,2025-01-07,31.830000000000005,5,166.23000000000002,2026-02-19,33.246,At-Risk
CUST0054,Amit Rodriguez,amit.rodriguez17@pharmmail.com,Female,77,Eastside Medical Pharmacy,2026-04-08,119.00999999999998,16,837.41,2026-02-09,52.338125,Regular
CUST0055,Karen Rao,karen.rao13@pharmmail.com,Other,38,Suburban Wellness Center,2025-04-03,89.92000000000002,8,404.58,2026-03-12,50.5725,Regular
CUST0056,Christopher Mehta,christopher.mehta15@pharmmail.com,Female,89,Metro Pharmacy Hub,2026-01-24,90.05000000000001,4,337.93,2026-03-20,84.4825,Regular
CUST0057,Patricia Martinez,patricia.martinez20@pharmmail.com,Female,56,Eastside Medical Pharmacy,2025-02-27,130.1,13,667.14,2026-01-30,51.318461538461534,Regular
CUST0058,Robert Gupta,robert.gupta12@pharmmail.com,Female,42,Suburban Wellness Center,2026-05-24,72.18,7,277.34000000000003,2026-03-29,39.620000000000005,Regular
CUST0059,Sanjay Jones,sanjay.jones78@pharmmail.com,Female,64,Downtown Pharmacy,2025-12-26,67.82,7,327.82,2026-01-07,46.83142857142857,Regular
CUST0060,Anjali Martinez,anjali.martinez20@pharmmail.com,Other,26,Metro Pharmacy Hub,2024-06-27,136.1,14,576.02,2026-02-06,41.144285714285715,Regular
CUST0061,Susan Reddy,susan.reddy42@pharmmail.com,Male,50,Suburban Wellness Center,2024-09-11,52.55000000000001,6,235.67000000000002,2026-02-28,39.278333333333336,Regular
CUST0062,Patricia Taylor,patricia.taylor52@pharmmail.com,Female,41,Eastside Medical Pharmacy,2024-06-26,36.95,6,225.57,2026-03-23,37.595,At-Risk
CUST0063,Sanjay Singh,sanjay.singh41@pharmmail.com,Female,38,Metro Pharmacy Hub,2024-10-14,114.92999999999999,9,306.84000000000003,2026-01-26,34.093333333333334,Regular
CUST0064,Richard Joshi,richard.joshi13@pharmmail.com,Female,59,Downtown Pharmacy,2026-05-05,198.85,15,818.68,2026-02-04,54.57866666666666,VIP
CUST0065,Charles Rodriguez,charles.rodriguez69@pharmmail.com,Other,41,Downtown Pharmacy,2026-04-14,54.57999999999998,7,399.73,2025-11-10,57.104285714285716,Regular
CUST0066,Sarah Singh,sarah.singh25@pharmmail.com,Other,55,Eastside Medical Pharmacy,2024-10-05,58.07999999999999,6,260.74,2026-03-17,43.45666666666667,Regular
CUST0067,William Martinez,william.martinez43@pharmmail.com,Male,61,Suburban Wellness Center,2025-10-01,151.93999999999997,12,532.8,2026-03-18,44.4,Regular
CUST0068,Vikram Williams,vikram.williams42@pharmmail.com,Female,45,Suburban Wellness Center,2024-09-21,174.73000000000002,15,719.5600000000001,2026-03-20,47.97066666666667,VIP
CUST0069,Mary Garcia,mary.garcia44@pharmmail.com,Female,45,Metro Pharmacy Hub,2024-08-15,58.260000000000005,5,255.76999999999998,2026-02-07,51.153999999999996,Regular
CUST0070,John Thomas,john.thomas32@pharmmail.com,Female,69,Suburban Wellness Center,2025-10-11,96.46999999999997,10,439.0,2026-03-26,43.9,Regular
CUST0071,Susan Garcia,susan.garcia30@pharmmail.com,Female,21,Suburban Wellness Center,2025-10-15,108.05999999999999,10,395.15,2025-12-28,39.515,Regular
CUST0072,Susan Rodriguez,susan.rodriguez99@pharmmail.com,Other,74,Downtown Pharmacy,2024-06-24,68.06,9,259.51,2026-03-07,28.834444444444443,Regular
CUST0073,Richard Smith,richard.smith36@pharmmail.com,Female,18,Metro Pharmacy Hub,2024-09-11,57.37,7,255.97,2026-03-03,36.567142857142855,Regular
CUST0074,Charles Johnson,charles.johnson35@pharmmail.com,Female,39,Downtown Pharmacy,2024-07-04,145.22000000000003,12,608.01,2026-03-13,50.6675,Regular
CUST0075,Kavita Sharma,kavita.sharma46@pharmmail.com,Male,26,Metro Pharmacy Hub,2024-08-12,22.689999999999984,7,296.77,2026-03-31,42.395714285714284,At-Risk
CUST0076,Arjun Martinez,arjun.martinez15@pharmmail.com,Male,41,Eastside Medical Pharmacy,2024-11-25,53.09,10,284.64,2026-03-02,28.464,Regular
CUST0077,Arjun Verma,arjun.verma71@pharmmail.com,Other,63,Metro Pharmacy Hub,2025-03-08,67.99000000000001,7,258.63,2026-01-26,36.94714285714286,Regular
CUST0078,Thomas Hernandez,thomas.hernandez61@pharmmail.com,Male,39,Eastside Medical Pharmacy,2026-01-02,94.53,13,547.77,2025-12-28,42.136153846153846,Regular
CUST0079,Kavita Davis,kavita.davis60@pharmmail.com,Male,62,Eastside Medical Pharmacy,2025-05-28,158.17000000000002,9,669.06,2026-03-24,74.33999999999999,Regular
CUST0080,David Singh,david.singh21@pharmmail.com,Other,60,Downtown Pharmacy,2025-01-30,131.04000000000002,13,579.1,2026-03-09,44.54615384615385,Regular
CUST0081,John Thomas,john.thomas69@pharmmail.com,Male,85,Eastside Medical Pharmacy,2024-06-12,108.35,10,448.95,2026-02-08,44.894999999999996,Regular
CUST0082,Vikram Nair,vikram.nair30@pharmmail.com,Male,62,Downtown Pharmacy,2024-10-17,216.07000000000005,14,883.83,2026-03-31,63.13071428571429,VIP
CUST0083,Neha Rao,neha.rao86@pharmmail.com,Other,51,Metro Pharmacy Hub,2024-07-13,161.57000000000002,12,642.84,2026-02-14,53.57,Regular
CUST0084,David Nair,david.nair40@pharmmail.com,Male,38,Suburban Wellness Center,2025-07-16,138.29000000000002,12,660.42,2026-03-31,55.035,Regular
CUST0085,Vikram Lopez,vikram.lopez37@pharmmail.com,Female,49,Suburban Wellness Center,2026-05-27,106.57999999999998,10,417.58,2025-11-18,41.757999999999996,Regular
CUST0086,Robert Jones,robert.jones15@pharmmail.com,Unknown,56,Eastside Medical Pharmacy,2025-10-14,113.52,10,442.01,2026-02-01,44.201,Regular
CUST0087,Jessica Patel,jessica.patel34@pharmmail.com,Male,84,Suburban Wellness Center,2025-12-02,57.72000000000001,8,296.8,2026-01-30,37.1,Regular
CUST0088,Nancy Gonzalez,nancy.gonzalez58@pharmmail.com,Male,59,Downtown Pharmacy,2024-10-20,195.76,19,926.16,2026-03-30,48.74526315789473,VIP
CUST0089,Linda Garcia,linda.garcia70@pharmmail.com,Other,67,Downtown Pharmacy,2025-12-10,-8.549999999999999,5,284.87,2026-01-30,56.974000000000004,At-Risk
CUST0090,Thomas Thomas,thomas.thomas93@pharmmail.com,Female,69,Suburban Wellness Center,2025-06-18,107.28,9,381.83,2026-03-18,42.425555555555555,Regular
CUST0091,John Singh,john.singh34@pharmmail.com,Other,37,Downtown Pharmacy,2024-07-07,81.99000000000001,10,323.54,2026-01-02,32.354,Regular
CUST0092,William Gonzalez,william.gonzalez39@pharmmail.com,Male,56,Suburban Wellness Center,2024-08-14,80.21999999999998,9,456.89,2026-02-10,50.76555555555555,Regular
CUST0093,Amit Mehta,amit.mehta70@pharmmail.com,Female,60,Downtown Pharmacy,2026-06-01,59.68000000000002,6,235.95000000000002,2026-03-02,39.325,Regular
CUST0094,David Moore,david.moore92@pharmmail.com,Other,46,Eastside Medical Pharmacy,2024-06-10,123.36,8,373.06,2026-03-30,46.6325,Regular
CUST0095,Neha Garcia,neha.garcia34@pharmmail.com,Male,67,Suburban Wellness Center,2026-05-01,68.58000000000001,8,290.81,2026-01-29,36.35125,Regular
CUST0096,Linda Rodriguez,linda.rodriguez27@pharmmail.com,Other,49,Suburban Wellness Center,2025-04-17,70.55,9,280.93,2025-12-17,31.214444444444446,Regular
CUST0097,Priya Singh,priya.singh33@pharmmail.com,Female,62,Metro Pharmacy Hub,2024-08-21,250.11000000000004,16,917.23,2026-03-12,57.326875,VIP
CUST0098,Karen Joshi,karen.joshi27@pharmmail.com,Female,49,Metro Pharmacy Hub,2026-05-11,92.27000000000002,10,460.82000000000005,2026-02-12,46.08200000000001,Regular
CUST0099,John Davis,john.davis69@pharmmail.com,Female,79,Eastside Medical Pharmacy,2025-09-04,119.85999999999999,10,593.54,2026-03-26,59.354,Regular
CUST0100,Susan Sharma,susan.sharma14@pharmmail.com,Male,26,Metro Pharmacy Hub,2024-12-21,189.58999999999995,14,823.56,2025-12-29,58.825714285714284,VIP
CUST0101,Jessica Miller,jessica.miller94@pharmmail.com,Female,34,Eastside Medical Pharmacy,2025-01-07,61.89,6,214.13,2026-03-14,35.68833333333333,Regular
CUST0102,Elizabeth Williams,elizabeth.williams51@pharmmail.com,Male,53,Metro Pharmacy Hub,2024-08-17,210.9,14,838.53,2026-03-06,59.894999999999996,VIP
CUST0103,Michael Lopez,michael.lopez34@pharmmail.com,Other,55,Suburban Wellness Center,2026-05-26,123.71000000000001,13,490.62,2026-02-18,37.74,Regular
CUST0104,Charles Lopez,charles.lopez20@pharmmail.com,Female,56,Metro Pharmacy Hub,2024-12-29,64.2,10,383.45,2026-02-03,38.345,Regular
CUST0105,Nancy Anderson,nancy.anderson54@pharmmail.com,Other,55,Suburban Wellness Center,2026-02-07,15.939999999999994,4,144.18,2026-03-07,36.045,At-Risk
CUST0106,Raj Williams,raj.williams34@pharmmail.com,Female,56,Suburban Wellness Center,2024-09-24,104.48,9,444.11,2026-03-27,49.345555555555556,Regular
CUST0107,Amit Thomas,amit.thomas73@pharmmail.com,Male,71,Suburban Wellness Center,2025-01-05,80.53,8,298.67,2026-03-21,37.33375,Regular
CUST0108,Karen Garcia,karen.garcia23@pharmmail.com,Other,44,Eastside Medical Pharmacy,2026-01-13,43.349999999999994,5,161.25,2026-02-21,32.25,At-Risk
CUST0109,Richard Williams,richard.williams20@pharmmail.com,Male,74,Downtown Pharmacy,2026-02-19,112.52000000000004,10,449.81,2026-03-19,44.981,Regular
CUST0110,Raj Nair,raj.nair51@pharmmail.com,Other,61,Suburban Wellness Center,2025-12-19,72.21000000000001,8,335.76,2026-03-02,41.97,Regular
CUST0111,Kavita Miller,kavita.miller40@pharmmail.com,Male,66,Downtown Pharmacy,2025-02-02,76.75,11,317.05,2026-01-18,28.822727272727274,Regular
CUST0112,Amit Patel,amit.patel55@pharmmail.com,Male,81,Metro Pharmacy Hub,2026-01-07,60.95,11,266.57,2026-03-12,24.233636363636364,Regular
CUST0113,Nancy Patel,nancy.patel64@pharmmail.com,Male,74,Suburban Wellness Center,2026-04-26,190.73000000000002,14,784.9399999999999,2026-03-31,56.067142857142855,VIP
CUST0114,Nancy Lopez,nancy.lopez87@pharmmail.com,Other,59,Metro Pharmacy Hub,2025-05-27,79.97,9,394.19,2026-03-09,43.79888888888889,Regular
CUST0115,Linda Gupta,linda.gupta68@pharmmail.com,Male,36,Eastside Medical Pharmacy,2025-12-22,57.77000000000001,7,285.88,2026-02-05,40.839999999999996,Regular
CUST0116,Sarah Reddy,sarah.reddy95@pharmmail.com,Other,38,Metro Pharmacy Hub,2025-04-29,113.68,11,463.89,2026-03-31,42.17181818181818,Regular
CUST0117,Charles Joshi,charles.joshi24@pharmmail.com,Other,46,Metro Pharmacy Hub,2026-02-27,152.41,13,801.69,2026-03-17,61.66846153846154,Regular
CUST0118,Karen Sharma,karen.sharma36@pharmmail.com,Male,18,Eastside Medical Pharmacy,2026-02-14,74.43999999999998,8,302.14,2026-01-27,37.7675,Regular
CUST0119,Joseph Martin,joseph.martin73@pharmmail.com,Unknown,35,Downtown Pharmacy,2025-07-30,106.88000000000001,9,402.78,2026-01-16,44.75333333333333,Regular
CUST0120,William Verma,william.verma32@pharmmail.com,Male,56,Downtown Pharmacy,2024-11-03,148.82000000000002,12,559.9,2026-02-02,46.65833333333333,Regular
CUST0121,Sanjay Hernandez,sanjay.hernandez16@pharmmail.com,Male,51,Suburban Wellness Center,2024-10-04,109.94999999999999,8,436.23,2026-03-27,54.52875,Regular
CUST0122,Priya Jones,priya.jones45@pharmmail.com,Female,51,Metro Pharmacy Hub,2024-11-25,112.02000000000001,13,686.9,2026-03-23,52.83846153846154,Regular
CUST0123,Anjali Anderson,anjali.anderson75@pharmmail.com,Other,46,Downtown Pharmacy,2026-03-28,72.19999999999999,7,259.7,2026-01-08,37.1,Regular
CUST0124,Arjun Martinez,arjun.martinez50@pharmmail.com,Male,68,Downtown Pharmacy,2025-07-13,85.35000000000001,13,373.63,2026-01-24,28.74076923076923,Regular
CUST0125,Christopher Thomas,christopher.thomas13@pharmmail.com,Female,18,Metro Pharmacy Hub,2026-06-07,153.74,12,797.02,2026-03-21,66.41833333333334,Regular
CUST0126,Karen Davis,karen.davis86@pharmmail.com,Female,59,Suburban Wellness Center,2025-02-07,165.94,11,628.12,2026-03-13,57.10181818181818,Regular
CUST0127,Anjali Hernandez,anjali.hernandez60@pharmmail.com,Male,53,Metro Pharmacy Hub,2025-05-07,241.00000000000003,19,1049.21,2026-03-31,55.22157894736842,VIP
CUST0128,Thomas Johnson,thomas.johnson54@pharmmail.com,Female,33,Metro Pharmacy Hub,2025-02-17,135.82,13,549.91,2026-01-29,42.30076923076923,Regular
CUST0129,David Patel,david.patel76@pharmmail.com,Female,58,Suburban Wellness Center,2026-04-18,81.54000000000002,5,326.13,2026-01-12,65.226,Regular
CUST0130,Patricia Nair,patricia.nair37@pharmmail.com,Male,61,Metro Pharmacy Hub,2026-01-06,163.98999999999998,12,628.41,2026-03-06,52.3675,Regular
CUST0131,Michael Smith,michael.smith85@pharmmail.com,Other,59,Eastside Medical Pharmacy,2024-11-20,61.509999999999984,13,467.42999999999995,2026-03-08,35.95615384615384,Regular
CUST0132,Vikram Davis,vikram.davis94@pharmmail.com,Other,42,Eastside Medical Pharmacy,2025-01-04,151.06000000000006,8,593.11,2026-03-29,74.13875,Regular
CUST0133,Susan Miller,susan.miller42@pharmmail.com,Male,79,Downtown Pharmacy,2024-10-28,39.37000000000001,7,439.78,2026-02-19,62.825714285714284,At-Risk
CUST0134,Raj Sharma,raj.sharma63@pharmmail.com,Other,79,Suburban Wellness Center,2025-12-29,127.05,12,596.26,2026-03-17,49.68833333333333,Regular
CUST0135,Sarah Sharma,sarah.sharma69@pharmmail.com,Female,89,Downtown Pharmacy,2024-11-24,99.32000000000002,8,371.5,2026-01-12,46.4375,Regular
CUST0136,Robert Taylor,robert.taylor57@pharmmail.com,Female,66,Suburban Wellness Center,2025-04-25,8.500000000000012,8,342.1,2026-02-04,42.7625,At-Risk
CUST0137,Thomas Mehta,thomas.mehta67@pharmmail.com,Female,70,Downtown Pharmacy,2024-06-30,100.91,7,404.48,2026-01-31,57.78285714285715,Regular
CUST0138,Thomas Taylor,thomas.taylor31@pharmmail.com,Other,22,Eastside Medical Pharmacy,2025-06-27,56.360000000000014,8,219.92000000000002,2026-01-05,27.490000000000002,Regular
CUST0139,Sanjay Miller,sanjay.miller87@pharmmail.com,Other,74,Metro Pharmacy Hub,2026-01-30,76.22999999999999,7,381.54,2026-02-15,54.50571428571429,Regular
CUST0140,John Brown,john.brown11@pharmmail.com,Female,30,Suburban Wellness Center,2025-04-17,140.1,10,564.3199999999999,2026-01-02,56.431999999999995,Regular
CUST0141,Priya Gupta,priya.gupta49@pharmmail.com,Female,45,Downtown Pharmacy,2026-04-04,18.980000000000004,9,294.46,2026-03-25,32.717777777777776,At-Risk
CUST0142,Christopher Patel,christopher.patel46@pharmmail.com,Other,18,Metro Pharmacy Hub,2024-11-18,131.47,11,511.93,2025-12-12,46.53909090909091,Regular
CUST0143,Anjali Garcia,anjali.garcia78@pharmmail.com,Other,74,Downtown Pharmacy,2025-03-01,132.58,8,546.67,2026-02-27,68.33375,Regular
CUST0144,Priya Gonzalez,priya.gonzalez50@pharmmail.com,Other,67,Suburban Wellness Center,2025-07-26,74.86,10,368.59,2026-03-03,36.858999999999995,Regular
CUST0145,Robert Hernandez,robert.hernandez64@pharmmail.com,Other,90,Downtown Pharmacy,2024-12-07,111.12,9,421.57,2026-03-15,46.84111111111111,Regular
CUST0146,Priya Sharma,priya.sharma71@pharmmail.com,Female,42,Downtown Pharmacy,2025-01-09,116.41,10,583.75,2026-01-02,58.375,Regular
CUST0147,Karen Miller,karen.miller31@pharmmail.com,Female,43,Downtown Pharmacy,2025-09-01,97.92,9,516.58,2026-03-25,57.39777777777778,Regular
CUST0148,David Gonzalez,david.gonzalez89@pharmmail.com,Female,32,Metro Pharmacy Hub,2024-09-03,90.02999999999999,12,387.47999999999996,2026-03-09,32.29,Regular
CUST0149,Patricia Reddy,patricia.reddy15@pharmmail.com,Other,47,Metro Pharmacy Hub,2026-01-06,116.72,13,487.74,2026-03-03,37.51846153846154,Regular
CUST0150,Raj Johnson,raj.johnson75@pharmmail.com,Other,48,Suburban Wellness Center,2026-02-06,78.34999999999998,6,382.52,2026-01-30,63.75333333333333,Regular
CUST0151,Christopher Hernandez,christopher.hernandez29@pharmmail.com,Other,32,Metro Pharmacy Hub,2024-10-13,53.52,7,234.98000000000002,2026-01-18,33.56857142857143,Regular
CUST0152,Joseph Nair,joseph.nair49@pharmmail.com,Male,63,Eastside Medical Pharmacy,2024-12-29,135.56,13,519.34,2026-02-12,39.94923076923077,Regular
CUST0153,Priya Joshi,priya.joshi17@pharmmail.com,Other,47,Metro Pharmacy Hub,2024-09-11,183.34,12,751.42,2026-03-19,62.61833333333333,VIP
CUST0154,Elizabeth Joshi,elizabeth.joshi69@pharmmail.com,Female,45,Eastside Medical Pharmacy,2025-03-04,67.29000000000002,10,498.57,2026-02-07,49.857,Regular
CUST0155,John Rao,john.rao46@pharmmail.com,Female,52,Metro Pharmacy Hub,2025-10-09,167.98,13,613.77,2026-03-05,47.21307692307692,Regular
CUST0156,William Anderson,william.anderson36@pharmmail.com,Other,53,Metro Pharmacy Hub,2024-09-02,129.32999999999998,7,458.37,2026-03-27,65.48142857142857,Regular
CUST0157,Susan Gupta,susan.gupta35@pharmmail.com,Male,58,Eastside Medical Pharmacy,2024-12-01,72.59,5,328.16,2026-01-08,65.632,Regular
CUST0158,Elizabeth Patel,elizabeth.patel98@pharmmail.com,Other,18,Downtown Pharmacy,2026-01-30,163.36,16,810.89,2026-03-05,50.680625,Regular
CUST0159,Raj Mehta,raj.mehta46@pharmmail.com,Female,34,Metro Pharmacy Hub,2026-05-21,160.8,14,757.53,2026-01-16,54.10928571428571,Regular
CUST0160,Mary Martin,mary.martin24@pharmmail.com,Male,44,Downtown Pharmacy,2025-11-28,278.26,21,1029.17,2026-03-30,49.008095238095244,VIP
CUST0161,Priya Miller,priya.miller22@pharmmail.com,Female,63,Metro Pharmacy Hub,2025-08-01,192.8,13,627.67,2026-03-31,48.28230769230769,VIP
CUST0162,Robert Garcia,robert.garcia27@pharmmail.com,Other,37,Eastside Medical Pharmacy,2025-03-06,179.8,11,605.57,2026-03-27,55.051818181818184,VIP
